OrderID,CustomerID,Region,OrderDate,DistanceKM,Weather,TimeOfDay,Traffic,ExpectedDeliveryMins,ActualDeliveryMins,DelayMins,SevereDelay
ORD_000031,CUST_00079,Colombo 1-15,2023-01-01 20:00:00,4.62379525517087,Clear,Morning,Medium,24.0,35.0,11.0,0
ORD_000032,CUST_00639,Colombo 1-15,2023-01-01 20:00:00,5.310916364421201,Light Rain,Dinner,High,26.0,58.0,32.0,1
ORD_000033,CUST_00431,Colombo 1-15,2023-01-01 21:00:00,20.0,Heavy Rain (Monsoon),Late Night,Low,55.0,81.0,26.0,0
ORD_000034,CUST_01889,Kandy,2023-01-01 21:00:00,8.777722292835954,Clear,Dinner,High,33.0,53.0,20.0,0
ORD_000035,CUST_00741,Colombo Suburbs,2023-01-01 22:00:00,6.363417656247745,Heavy Rain (Monsoon),Lunch,Medium,28.0,91.0,63.0,1
ORD_000036,CUST_00245,Colombo 1-15,2023-01-01 22:00:00,2.8394141812826104,Clear,Late Night,Low,21.0,24.0,3.0,0
ORD_000037,CUST_00027,Colombo 1-15,2023-01-02 00:00:00,4.815283455305769,Light Rain,Lunch,Medium,25.0,44.0,19.0,0
ORD_000038,CUST_00046,Colombo Suburbs,2023-01-02 00:00:00,2.9845170846706393,Clear,Afternoon,Medium,21.0,33.0,12.0,0
ORD_000039,CUST_00102,Colombo Suburbs,2023-01-02 01:00:00,6.760219930622515,Clear,Lunch,Gridlock,29.0,92.0,63.0,1
ORD_000040,CUST_00126,Colombo Suburbs,2023-01-02 02:00:00,4.80777061884264,Clear,Lunch,High,25.0,49.0,24.0,0
ORD_000041,CUST_01447,Colombo Suburbs,2023-01-02 03:00:00,2.5542002480461075,Clear,Late Night,Low,20.0,27.0,7.0,0
ORD_000042,CUST_00630,Colombo 1-15,2023-01-02 04:00:00,4.667213868969128,Clear,Dinner,Gridlock,24.0,57.0,33.0,1
ORD_000043,CUST_00548,Colombo Suburbs,2023-01-02 04:00:00,2.930846429627089,Light Rain,Dinner,High,21.0,51.0,30.0,0
ORD_000044,CUST_00027,Colombo 1-15,2023-01-02 05:00:00,4.833680137008131,Clear,Lunch,High,25.0,52.0,27.0,0
ORD_000045,CUST_01479,Kandy,2023-01-02 06:00:00,2.9167247967508128,Heavy Rain (Monsoon),Late Night,Medium,21.0,53.0,32.0,1
ORD_000046,CUST_01045,Gampaha,2023-01-02 07:00:00,4.543709807895132,Clear,Lunch,Medium,24.0,35.0,11.0,0
ORD_000047,CUST_00010,Kandy,2023-01-02 09:00:00,6.522351242639695,Clear,Morning,Medium,28.0,34.0,6.0,0
ORD_000048,CUST_01002,Colombo Suburbs,2023-01-02 10:00:00,4.3643706767364305,Clear,Dinner,High,24.0,45.0,21.0,0
ORD_000049,CUST_00591,Colombo 1-15,2023-01-02 10:00:00,3.6860516307761175,Heavy Rain (Monsoon),Lunch,Gridlock,22.0,100.0,78.0,1
ORD_000050,CUST_00014,Colombo 1-15,2023-01-02 10:00:00,4.96115268808756,Clear,Lunch,High,25.0,46.0,21.0,0
ORD_000051,CUST_00420,Kandy,2023-01-02 11:00:00,6.350866818231007,Clear,Late Night,Low,28.0,28.0,0.0,0
ORD_000052,CUST_00470,Galle,2023-01-02 12:00:00,2.576439391830195,Heavy Rain (Monsoon),Dinner,Low,20.0,85.0,65.0,1
ORD_000053,CUST_00055,Colombo Suburbs,2023-01-02 12:00:00,5.105549458949571,Clear,Late Night,Low,25.0,31.0,6.0,0
ORD_000054,CUST_01788,Colombo Suburbs,2023-01-02 13:00:00,8.660482262279253,Clear,Afternoon,Medium,32.0,38.0,6.0,0
ORD_000055,CUST_01445,Gampaha,2023-01-02 13:00:00,5.970486898630118,Clear,Morning,High,27.0,59.0,32.0,1
ORD_000056,CUST_00895,Colombo Suburbs,2023-01-02 13:00:00,4.612993858984421,Clear,Morning,Low,24.0,29.0,5.0,0
ORD_000057,CUST_00428,Gampaha,2023-01-02 13:00:00,6.171048467289235,Clear,Late Night,Low,27.0,25.0,-2.0,0
ORD_000058,CUST_00339,Colombo Suburbs,2023-01-02 14:00:00,5.619531110060455,Heavy Rain (Monsoon),Morning,Medium,26.0,65.0,39.0,1
ORD_000059,CUST_00848,Galle,2023-01-02 14:00:00,6.532570787646267,Heavy Rain (Monsoon),Dinner,High,28.0,84.0,56.0,1
ORD_000060,CUST_00595,Gampaha,2023-01-02 14:00:00,1.6291105556549428,Clear,Lunch,Medium,18.0,27.0,9.0,0
ORD_000061,CUST_00008,Gampaha,2023-01-02 15:00:00,2.0611661877268266,Clear,Dinner,High,19.0,44.0,25.0,0
ORD_000062,CUST_00526,Colombo Suburbs,2023-01-02 15:00:00,7.4069190842294,Clear,Lunch,Gridlock,30.0,91.0,61.0,1
ORD_000063,CUST_01300,Kandy,2023-01-02 16:00:00,2.1114193771368845,Clear,Morning,Medium,19.0,20.0,1.0,0
ORD_000064,CUST_00422,Kandy,2023-01-02 16:00:00,5.4781602175114585,Clear,Dinner,Medium,26.0,39.0,13.0,0
ORD_000065,CUST_00006,Colombo 1-15,2023-01-02 18:00:00,3.758331737031281,Clear,Lunch,Low,23.0,23.0,0.0,0
ORD_000066,CUST_01236,Colombo 1-15,2023-01-02 18:00:00,2.7234661181288313,Clear,Afternoon,Low,20.0,16.0,-4.0,0
ORD_000067,CUST_00082,Colombo Suburbs,2023-01-02 19:00:00,5.337860293511152,Clear,Dinner,High,26.0,55.0,29.0,0
ORD_000068,CUST_00134,Colombo 1-15,2023-01-02 19:00:00,4.955592574528767,Light Rain,Dinner,Gridlock,25.0,88.0,63.0,1
ORD_000069,CUST_00055,Colombo Suburbs,2023-01-02 20:00:00,12.873505035341463,Light Rain,Lunch,Gridlock,41.0,80.0,39.0,1
ORD_000070,CUST_00218,Kandy,2023-01-02 20:00:00,3.2791833007954327,Clear,Dinner,High,22.0,43.0,21.0,0
ORD_000071,CUST_01145,Colombo 1-15,2023-01-02 20:00:00,9.207837835794942,Light Rain,Late Night,Low,33.0,53.0,20.0,0
ORD_000072,CUST_00540,Colombo 1-15,2023-01-02 21:00:00,5.345266790120525,Clear,Dinner,Gridlock,26.0,61.0,35.0,1
ORD_000073,CUST_00084,Colombo 1-15,2023-01-02 21:00:00,3.2203468116203062,Clear,Dinner,High,21.0,32.0,11.0,0
ORD_000074,CUST_01541,Kandy,2023-01-03 00:00:00,6.6833758640242555,Light Rain,Dinner,High,28.0,62.0,34.0,1
ORD_000075,CUST_01547,Gampaha,2023-01-03 01:00:00,5.94689510478058,Light Rain,Dinner,Medium,27.0,47.0,20.0,0
ORD_000076,CUST_01516,Colombo 1-15,2023-01-03 02:00:00,4.562732367291403,Clear,Lunch,High,24.0,49.0,25.0,0
ORD_000077,CUST_00114,Gampaha,2023-01-03 02:00:00,5.119965384661759,Clear,Late Night,Low,25.0,25.0,0.0,0
ORD_000078,CUST_00408,Colombo 1-15,2023-01-03 04:00:00,3.325122396731031,Heavy Rain (Monsoon),Morning,High,22.0,94.0,72.0,1
ORD_000079,CUST_01940,Colombo 1-15,2023-01-03 07:00:00,2.965680263621795,Clear,Late Night,Low,21.0,20.0,-1.0,0
ORD_000080,CUST_01192,Colombo Suburbs,2023-01-03 07:00:00,6.551677258791271,Clear,Lunch,Medium,28.0,30.0,2.0,0
ORD_000081,CUST_00002,Galle,2023-01-03 08:00:00,4.006949737265991,Light Rain,Lunch,Medium,23.0,43.0,20.0,0
ORD_000082,CUST_00009,Colombo Suburbs,2023-01-03 08:00:00,4.30578083850221,Clear,Dinner,High,24.0,48.0,24.0,0
ORD_000083,CUST_00431,Colombo 1-15,2023-01-03 09:00:00,5.154709681169457,Clear,Lunch,High,25.0,41.0,16.0,0
ORD_000084,CUST_01653,Colombo 1-15,2023-01-03 09:00:00,5.117388101142422,Heavy Rain (Monsoon),Lunch,Gridlock,25.0,95.0,70.0,1
ORD_000085,CUST_00581,Colombo Suburbs,2023-01-03 10:00:00,2.1931453899236004,Clear,Dinner,Gridlock,19.0,76.0,57.0,1
ORD_000086,CUST_00496,Colombo 1-15,2023-01-03 10:00:00,8.526048810504202,Clear,Dinner,Gridlock,32.0,57.0,25.0,0
ORD_000087,CUST_00023,Colombo 1-15,2023-01-03 10:00:00,4.761634901388172,Clear,Morning,Medium,25.0,36.0,11.0,0
ORD_000088,CUST_00863,Colombo Suburbs,2023-01-03 11:00:00,4.049823778089392,Clear,Afternoon,High,23.0,41.0,18.0,0
ORD_000089,CUST_01352,Colombo Suburbs,2023-01-03 11:00:00,5.559026497667826,Clear,Afternoon,Medium,26.0,26.0,0.0,0
ORD_000090,CUST_00290,Colombo Suburbs,2023-01-03 12:00:00,5.0443615603447345,Clear,Lunch,Medium,25.0,29.0,4.0,0
ORD_000091,CUST_01203,Colombo 1-15,2023-01-03 13:00:00,6.576688457688286,Clear,Afternoon,Medium,28.0,41.0,13.0,0
ORD_000092,CUST_01860,Kandy,2023-01-03 14:00:00,5.864937561366599,Clear,Lunch,High,27.0,45.0,18.0,0
ORD_000093,CUST_00084,Colombo 1-15,2023-01-03 15:00:00,6.416822865842679,Clear,Lunch,High,28.0,56.0,28.0,0
ORD_000094,CUST_00548,Colombo Suburbs,2023-01-03 15:00:00,8.80656048037475,Clear,Dinner,High,33.0,62.0,29.0,0
ORD_000095,CUST_00165,Colombo 1-15,2023-01-03 17:00:00,6.971373571826505,Clear,Dinner,High,29.0,49.0,20.0,0
ORD_000096,CUST_01257,Colombo 1-15,2023-01-03 17:00:00,4.136114786468793,Clear,Afternoon,Low,23.0,23.0,0.0,0
ORD_000097,CUST_00667,Colombo 1-15,2023-01-03 18:00:00,2.5562706575298244,Clear,Morning,Medium,20.0,32.0,12.0,0
ORD_000098,CUST_00805,Colombo Suburbs,2023-01-03 18:00:00,10.31809310674825,Clear,Dinner,High,36.0,61.0,25.0,0
ORD_000099,CUST_01273,Kandy,2023-01-03 21:00:00,3.979428887219814,Light Rain,Dinner,Medium,23.0,45.0,22.0,0
ORD_000100,CUST_00314,Galle,2023-01-03 21:00:00,3.5375920835629575,Light Rain,Afternoon,Medium,22.0,38.0,16.0,0
ORD_000101,CUST_01674,Gampaha,2023-01-03 22:00:00,1.8806859759580377,Clear,Afternoon,Low,19.0,17.0,-2.0,0
ORD_000102,CUST_00568,Colombo Suburbs,2023-01-03 22:00:00,5.3081137844953385,Clear,Late Night,Medium,26.0,29.0,3.0,0
ORD_000103,CUST_00050,Colombo 1-15,2023-01-03 22:00:00,4.828053102216473,Clear,Dinner,High,25.0,42.0,17.0,0
ORD_000104,CUST_00969,Colombo Suburbs,2023-01-03 22:00:00,2.1010611610262395,Clear,Dinner,Medium,19.0,23.0,4.0,0
ORD_000105,CUST_01258,Colombo Suburbs,2023-01-03 22:00:00,5.6217163692842425,Clear,Dinner,High,26.0,55.0,29.0,0
ORD_000106,CUST_00201,Colombo Suburbs,2023-01-03 23:00:00,3.493499792622046,Clear,Lunch,High,22.0,39.0,17.0,0
ORD_000107,CUST_01469,Gampaha,2023-01-03 23:00:00,17.204268190478402,Clear,Lunch,Medium,49.0,60.0,11.0,0
ORD_000108,CUST_01642,Gampaha,2023-01-04 01:00:00,3.3713707215089292,Heavy Rain (Monsoon),Dinner,Gridlock,22.0,126.0,104.0,1
ORD_000109,CUST_00154,Colombo Suburbs,2023-01-04 01:00:00,3.6052940471984556,Clear,Afternoon,Medium,22.0,31.0,9.0,0
ORD_000110,CUST_01934,Colombo Suburbs,2023-01-04 02:00:00,2.8939197205797327,Light Rain,Lunch,Medium,21.0,41.0,20.0,0
ORD_000111,CUST_00040,Colombo Suburbs,2023-01-04 02:00:00,8.490418229379676,Clear,Morning,High,32.0,50.0,18.0,0
ORD_000112,CUST_00082,Colombo Suburbs,2023-01-04 02:00:00,3.7195849994254617,Clear,Dinner,Medium,22.0,23.0,1.0,0
ORD_000113,CUST_00068,Gampaha,2023-01-04 03:00:00,3.1190950856976145,Clear,Dinner,Gridlock,21.0,92.0,71.0,1
ORD_000114,CUST_01598,Colombo 1-15,2023-01-04 04:00:00,6.381974325930771,Heavy Rain (Monsoon),Afternoon,Medium,28.0,66.0,38.0,1
ORD_000115,CUST_00856,Colombo 1-15,2023-01-04 04:00:00,2.2475113385082572,Clear,Dinner,High,19.0,29.0,10.0,0
ORD_000116,CUST_00047,Colombo 1-15,2023-01-04 05:00:00,6.126081260176236,Clear,Lunch,High,27.0,50.0,23.0,0
ORD_000117,CUST_00388,Colombo 1-15,2023-01-04 05:00:00,10.921134515711927,Clear,Afternoon,Low,37.0,32.0,-5.0,0
ORD_000118,CUST_00757,Colombo Suburbs,2023-01-04 05:00:00,5.949480568991346,Light Rain,Lunch,Gridlock,27.0,112.0,85.0,1
ORD_000119,CUST_00014,Colombo 1-15,2023-01-04 06:00:00,6.16537620910999,Clear,Dinner,High,27.0,56.0,29.0,0
ORD_000120,CUST_01557,Colombo Suburbs,2023-01-04 06:00:00,6.924252530776844,Clear,Afternoon,Medium,29.0,36.0,7.0,0
ORD_000121,CUST_01291,Colombo 1-15,2023-01-04 07:00:00,10.536590558262679,Heavy Rain (Monsoon),Afternoon,Low,36.0,69.0,33.0,1
ORD_000122,CUST_00511,Colombo Suburbs,2023-01-04 07:00:00,8.206667880608006,Clear,Lunch,Medium,31.0,36.0,5.0,0
ORD_000123,CUST_01870,Kandy,2023-01-04 08:00:00,5.583606317735558,Clear,Morning,Medium,26.0,42.0,16.0,0
ORD_000124,CUST_00349,Colombo 1-15,2023-01-04 09:00:00,7.0423766133090275,Clear,Late Night,Medium,29.0,40.0,11.0,0
ORD_000125,CUST_01936,Gampaha,2023-01-04 09:00:00,2.8778184868171164,Light Rain,Morning,Medium,21.0,40.0,19.0,0
ORD_000126,CUST_00892,Gampaha,2023-01-04 10:00:00,6.607112996033548,Clear,Lunch,Medium,28.0,32.0,4.0,0
ORD_000127,CUST_00806,Kandy,2023-01-04 10:00:00,2.7107409597667567,Clear,Lunch,High,20.0,41.0,21.0,0
ORD_000128,CUST_00056,Galle,2023-01-04 11:00:00,3.730300489819286,Light Rain,Lunch,High,22.0,44.0,22.0,0
ORD_000129,CUST_01555,Colombo 1-15,2023-01-04 11:00:00,0.9595593718230971,Clear,Afternoon,Medium,17.0,15.0,-2.0,0
ORD_000130,CUST_00366,Colombo 1-15,2023-01-04 14:00:00,5.47786173068615,Heavy Rain (Monsoon),Afternoon,Medium,26.0,79.0,53.0,1
ORD_000131,CUST_00053,Galle,2023-01-04 15:00:00,3.2480798113120457,Clear,Lunch,High,21.0,27.0,6.0,0
ORD_000132,CUST_00001,Colombo 1-15,2023-01-04 15:00:00,7.8113094074463945,Clear,Morning,Medium,31.0,33.0,2.0,0
ORD_000133,CUST_00627,Colombo Suburbs,2023-01-04 15:00:00,5.44717053136003,Clear,Lunch,Medium,26.0,38.0,12.0,0
ORD_000134,CUST_00557,Colombo 1-15,2023-01-04 15:00:00,7.862054407988956,Light Rain,Afternoon,High,31.0,63.0,32.0,1
ORD_000135,CUST_01035,Colombo 1-15,2023-01-04 17:00:00,2.607004152204446,Clear,Dinner,High,20.0,40.0,20.0,0
ORD_000136,CUST_01585,Galle,2023-01-04 17:00:00,7.532244099391284,Clear,Lunch,High,30.0,45.0,15.0,0
ORD_000137,CUST_00013,Gampaha,2023-01-04 17:00:00,12.844660146602546,Clear,Dinner,Medium,41.0,42.0,1.0,0
ORD_000138,CUST_01070,Colombo 1-15,2023-01-04 17:00:00,6.567144756381362,Heavy Rain (Monsoon),Dinner,High,28.0,101.0,73.0,1
ORD_000139,CUST_00071,Kandy,2023-01-04 18:00:00,6.653709404539234,Clear,Lunch,Medium,28.0,34.0,6.0,0
ORD_000140,CUST_01473,Gampaha,2023-01-04 18:00:00,4.8783099501802045,Clear,Dinner,High,25.0,38.0,13.0,0
ORD_000141,CUST_01342,Colombo Suburbs,2023-01-04 19:00:00,3.447556122419621,Heavy Rain (Monsoon),Dinner,High,22.0,92.0,70.0,1
ORD_000142,CUST_00585,Colombo Suburbs,2023-01-04 20:00:00,6.55741313725395,Light Rain,Dinner,Medium,28.0,49.0,21.0,0
ORD_000143,CUST_01009,Colombo 1-15,2023-01-04 20:00:00,2.1105710375833233,Clear,Dinner,Gridlock,19.0,60.0,41.0,1
ORD_000144,CUST_00198,Gampaha,2023-01-04 20:00:00,3.636866421024939,Heavy Rain (Monsoon),Lunch,Medium,22.0,69.0,47.0,1
ORD_000145,CUST_00444,Colombo 1-15,2023-01-04 20:00:00,1.8486794970234235,Clear,Lunch,Gridlock,19.0,77.0,58.0,1
ORD_000146,CUST_01350,Colombo 1-15,2023-01-04 20:00:00,3.1524244117918174,Clear,Afternoon,Low,21.0,23.0,2.0,0
ORD_000147,CUST_00422,Kandy,2023-01-04 21:00:00,6.17817268647392,Clear,Morning,Medium,27.0,35.0,8.0,0
ORD_000148,CUST_00256,Colombo Suburbs,2023-01-04 21:00:00,5.770141987542568,Clear,Lunch,Medium,27.0,38.0,11.0,0
ORD_000149,CUST_00489,Galle,2023-01-04 22:00:00,4.597243329987724,Heavy Rain (Monsoon),Dinner,High,24.0,84.0,60.0,1
ORD_000150,CUST_01372,Colombo 1-15,2023-01-04 22:00:00,4.88026976002555,Light Rain,Afternoon,Low,25.0,33.0,8.0,0
ORD_000151,CUST_00225,Colombo 1-15,2023-01-05 00:00:00,1.7455465068574259,Clear,Lunch,Gridlock,18.0,91.0,73.0,1
ORD_000152,CUST_00061,Colombo 1-15,2023-01-05 01:00:00,3.7199821121607006,Light Rain,Lunch,High,22.0,44.0,22.0,0
ORD_000153,CUST_01014,Colombo 1-15,2023-01-05 02:00:00,3.1877782372173704,Clear,Lunch,Low,21.0,16.0,-5.0,0
ORD_000154,CUST_01364,Colombo Suburbs,2023-01-05 02:00:00,3.223507829807817,Clear,Lunch,High,21.0,44.0,23.0,0
ORD_000155,CUST_00021,Colombo Suburbs,2023-01-05 03:00:00,6.048373022082247,Heavy Rain (Monsoon),Dinner,High,27.0,103.0,76.0,1
ORD_000156,CUST_00116,Gampaha,2023-01-05 03:00:00,2.9146400691174916,Light Rain,Late Night,Medium,21.0,33.0,12.0,0
ORD_000157,CUST_00041,Colombo 1-15,2023-01-05 03:00:00,3.3123555239051323,Clear,Afternoon,Medium,22.0,23.0,1.0,0
ORD_000158,CUST_00243,Galle,2023-01-05 03:00:00,1.5784847645956765,Clear,Morning,Medium,18.0,24.0,6.0,0
ORD_000159,CUST_00406,Gampaha,2023-01-05 04:00:00,3.8687768970406826,Clear,Dinner,High,23.0,46.0,23.0,0
ORD_000160,CUST_01121,Gampaha,2023-01-05 04:00:00,2.601481853026805,Clear,Dinner,Gridlock,20.0,62.0,42.0,1
ORD_000161,CUST_00848,Galle,2023-01-05 05:00:00,4.662731635839129,Clear,Late Night,Low,24.0,25.0,1.0,0
ORD_000162,CUST_00771,Colombo 1-15,2023-01-05 05:00:00,2.7855517722020426,Clear,Dinner,High,21.0,48.0,27.0,0
ORD_000163,CUST_00249,Galle,2023-01-05 05:00:00,4.722182669906685,Clear,Afternoon,High,24.0,48.0,24.0,0
ORD_000164,CUST_01416,Galle,2023-01-05 05:00:00,4.168920459282864,Light Rain,Dinner,Gridlock,23.0,63.0,40.0,1
ORD_000165,CUST_00445,Gampaha,2023-01-05 05:00:00,10.340010520344023,Clear,Morning,High,36.0,54.0,18.0,0
ORD_000166,CUST_01917,Gampaha,2023-01-05 06:00:00,5.746603532174779,Clear,Dinner,Gridlock,26.0,94.0,68.0,1
ORD_000167,CUST_00804,Colombo Suburbs,2023-01-05 07:00:00,1.786361846788923,Heavy Rain (Monsoon),Dinner,High,19.0,68.0,49.0,1
ORD_000168,CUST_00032,Colombo 1-15,2023-01-05 07:00:00,2.381083361326224,Clear,Dinner,Medium,20.0,30.0,10.0,0
ORD_000169,CUST_00914,Colombo Suburbs,2023-01-05 08:00:00,4.60712493681882,Light Rain,Afternoon,Low,24.0,30.0,6.0,0
ORD_000170,CUST_00212,Colombo Suburbs,2023-01-05 09:00:00,2.815320264473811,Clear,Dinner,Gridlock,21.0,75.0,54.0,1
ORD_000171,CUST_00942,Colombo Suburbs,2023-01-05 09:00:00,1.015941516380696,Clear,Dinner,Gridlock,17.0,74.0,57.0,1
ORD_000172,CUST_00010,Kandy,2023-01-05 09:00:00,8.800188633829572,Clear,Lunch,High,33.0,61.0,28.0,0
ORD_000173,CUST_00062,Colombo 1-15,2023-01-05 09:00:00,6.424456324542742,Clear,Dinner,Medium,28.0,33.0,5.0,0
ORD_000174,CUST_01464,Colombo Suburbs,2023-01-05 10:00:00,5.815277095859989,Clear,Dinner,High,27.0,59.0,32.0,1
ORD_000175,CUST_00104,Colombo Suburbs,2023-01-05 10:00:00,3.3079824679875056,Clear,Dinner,High,22.0,49.0,27.0,0
ORD_000176,CUST_01401,Colombo 1-15,2023-01-05 11:00:00,5.550224545036013,Clear,Lunch,Medium,26.0,21.0,-5.0,0
ORD_000177,CUST_00156,Colombo 1-15,2023-01-05 12:00:00,3.151315037333227,Clear,Late Night,Low,21.0,23.0,2.0,0
ORD_000178,CUST_00827,Colombo 1-15,2023-01-05 13:00:00,4.965076226302273,Clear,Afternoon,Medium,25.0,25.0,0.0,0
ORD_000179,CUST_00964,Colombo 1-15,2023-01-05 14:00:00,2.828392098405593,Heavy Rain (Monsoon),Dinner,High,21.0,104.0,83.0,1
ORD_000180,CUST_00526,Colombo Suburbs,2023-01-05 15:00:00,9.565321603526598,Light Rain,Late Night,Medium,34.0,43.0,9.0,0
ORD_000181,CUST_00187,Gampaha,2023-01-05 15:00:00,2.043944814007412,Light Rain,Late Night,Low,19.0,31.0,12.0,0
ORD_000182,CUST_00091,Colombo 1-15,2023-01-05 15:00:00,8.299057173162367,Clear,Dinner,Gridlock,32.0,89.0,57.0,1
ORD_000183,CUST_00003,Kandy,2023-01-05 18:00:00,4.569747327583969,Clear,Lunch,High,24.0,44.0,20.0,0
ORD_000184,CUST_00185,Colombo 1-15,2023-01-05 18:00:00,3.5087733460196473,Clear,Late Night,Low,22.0,22.0,0.0,0
ORD_000185,CUST_00853,Colombo 1-15,2023-01-05 19:00:00,4.871985045127964,Light Rain,Late Night,Medium,25.0,41.0,16.0,0
ORD_000186,CUST_01760,Colombo Suburbs,2023-01-05 19:00:00,6.466752196580818,Clear,Lunch,Gridlock,28.0,62.0,34.0,1
ORD_000187,CUST_01518,Gampaha,2023-01-05 19:00:00,8.876198498664863,Clear,Afternoon,High,33.0,59.0,26.0,0
ORD_000188,CUST_01174,Colombo 1-15,2023-01-05 21:00:00,5.241310233126177,Clear,Afternoon,Medium,25.0,30.0,5.0,0
ORD_000189,CUST_01243,Kandy,2023-01-05 22:00:00,2.8709757580384885,Clear,Morning,High,21.0,46.0,25.0,0
ORD_000190,CUST_00884,Colombo 1-15,2023-01-05 22:00:00,4.608097407188231,Clear,Lunch,Gridlock,24.0,65.0,41.0,1
ORD_000191,CUST_00136,Colombo 1-15,2023-01-05 22:00:00,11.116123459994128,Heavy Rain (Monsoon),Afternoon,Low,37.0,80.0,43.0,1
ORD_000192,CUST_01646,Kandy,2023-01-06 00:00:00,8.791972091202982,Light Rain,Late Night,Low,33.0,33.0,0.0,0
ORD_000193,CUST_00900,Colombo 1-15,2023-01-06 00:00:00,7.059553028302207,Clear,Morning,Low,29.0,28.0,-1.0,0
