CustomerID,Region,JoinDate,TotalOrders,AvgDelay,SevereDelays,Churn
CUST_00054,Gampaha,2023-02-10,23.0,19.82608695652174,5.0,0
CUST_00055,Colombo Suburbs,2023-10-10,23.0,26.565217391304348,7.0,1
CUST_00056,Galle,2023-05-31,27.0,27.074074074074073,13.0,1
CUST_00057,Colombo 1-15,2023-11-18,27.0,29.40740740740741,11.0,1
CUST_00058,Colombo 1-15,2023-11-13,26.0,28.307692307692307,9.0,1
CUST_00059,Colombo 1-15,2023-07-05,28.0,27.714285714285715,11.0,1
CUST_00060,Colombo 1-15,2023-10-23,21.0,34.095238095238095,9.0,1
CUST_00061,Colombo 1-15,2023-04-09,18.0,26.666666666666668,6.0,1
CUST_00062,Colombo 1-15,2023-12-27,22.0,24.5,7.0,1
CUST_00063,Gampaha,2023-02-05,19.0,17.157894736842106,3.0,0
CUST_00064,Colombo 1-15,2023-01-24,13.0,31.384615384615383,4.0,1
CUST_00065,Colombo 1-15,2023-12-05,21.0,17.285714285714285,2.0,0
CUST_00066,Colombo Suburbs,2023-04-27,22.0,26.954545454545453,8.0,1
CUST_00067,Colombo 1-15,2023-05-29,20.0,19.75,7.0,1
CUST_00068,Gampaha,2023-02-10,19.0,27.68421052631579,6.0,0
CUST_00069,Colombo 1-15,2023-04-30,17.0,28.529411764705884,8.0,1
CUST_00070,Galle,2023-02-21,35.0,22.97142857142857,11.0,1
CUST_00071,Kandy,2023-07-14,18.0,30.444444444444443,6.0,1
CUST_00072,Colombo 1-15,2023-05-23,19.0,22.42105263157895,6.0,1
CUST_00073,Colombo 1-15,2023-08-21,18.0,22.11111111111111,5.0,0
CUST_00074,Gampaha,2023-11-22,22.0,20.045454545454547,5.0,1
CUST_00075,Kandy,2023-07-06,18.0,36.27777777777778,5.0,1
CUST_00076,Kandy,2023-03-25,22.0,24.5,6.0,1
CUST_00077,Kandy,2023-07-09,25.0,22.24,10.0,1
CUST_00078,Colombo 1-15,2023-07-01,18.0,29.833333333333332,9.0,1
CUST_00079,Colombo 1-15,2023-04-18,19.0,28.263157894736842,5.0,1
CUST_00080,Colombo 1-15,2023-12-10,23.0,23.52173913043478,6.0,1
CUST_00081,Gampaha,2023-05-17,20.0,21.25,7.0,1
CUST_00082,Colombo Suburbs,2023-12-26,22.0,24.181818181818183,5.0,0
CUST_00083,Colombo 1-15,2023-12-16,14.0,33.857142857142854,5.0,1
CUST_00084,Colombo 1-15,2023-11-28,28.0,29.071428571428573,11.0,1
CUST_00085,Colombo 1-15,2023-02-06,19.0,24.94736842105263,4.0,1
CUST_00086,Colombo 1-15,2023-11-08,14.0,21.785714285714285,5.0,1
CUST_00087,Kandy,2023-11-22,14.0,42.5,11.0,1
CUST_00088,Colombo Suburbs,2023-03-29,22.0,35.13636363636363,10.0,1
CUST_00089,Gampaha,2023-10-01,25.0,23.6,8.0,1
CUST_00090,Colombo Suburbs,2023-05-06,26.0,33.23076923076923,11.0,1
CUST_00091,Colombo 1-15,2023-03-25,8.0,23.25,2.0,0
CUST_00092,Kandy,2023-08-25,21.0,23.61904761904762,5.0,1
CUST_00093,Kandy,2023-07-14,28.0,23.785714285714285,9.0,1
CUST_00094,Colombo Suburbs,2023-05-19,15.0,18.8,3.0,0
CUST_00095,Kandy,2023-11-24,16.0,24.75,5.0,0
CUST_00096,Colombo Suburbs,2023-12-19,12.0,21.166666666666668,2.0,1
CUST_00097,Colombo Suburbs,2023-10-13,22.0,22.863636363636363,5.0,0
CUST_00098,Colombo Suburbs,2023-04-23,13.0,26.615384615384617,5.0,1
CUST_00099,Colombo 1-15,2023-12-17,12.0,29.333333333333332,5.0,1
CUST_00100,Colombo 1-15,2023-06-16,12.0,22.25,2.0,1
CUST_00101,Colombo 1-15,2023-01-29,10.0,32.5,4.0,1
CUST_00102,Colombo Suburbs,2023-04-28,12.0,25.0,4.0,0
CUST_00103,Colombo 1-15,2023-01-17,21.0,25.666666666666668,7.0,1
CUST_00104,Colombo Suburbs,2023-06-11,18.0,23.166666666666668,5.0,1
CUST_00105,Galle,2023-07-25,14.0,26.428571428571427,5.0,1
CUST_00106,Colombo 1-15,2023-05-18,13.0,26.923076923076923,4.0,0
CUST_00107,Colombo Suburbs,2023-02-03,19.0,26.473684210526315,6.0,1
CUST_00108,Kandy,2023-04-19,18.0,26.0,5.0,1
CUST_00109,Colombo 1-15,2023-10-18,19.0,30.263157894736842,6.0,1
CUST_00110,Colombo 1-15,2023-06-11,21.0,27.476190476190474,6.0,1
CUST_00111,Colombo 1-15,2023-04-19,13.0,31.53846153846154,6.0,0
CUST_00112,Colombo 1-15,2023-12-02,10.0,33.6,5.0,1
CUST_00113,Galle,2023-09-13,23.0,34.608695652173914,9.0,1
CUST_00114,Gampaha,2023-07-22,13.0,26.846153846153847,5.0,1
CUST_00115,Colombo Suburbs,2023-11-26,14.0,24.285714285714285,5.0,1
CUST_00116,Gampaha,2023-08-23,18.0,28.22222222222222,6.0,1
CUST_00117,Gampaha,2023-03-15,20.0,30.05,6.0,1
CUST_00118,Colombo 1-15,2023-05-16,12.0,22.916666666666668,3.0,0
CUST_00119,Gampaha,2023-03-13,16.0,28.75,8.0,1
CUST_00120,Colombo Suburbs,2023-05-07,19.0,25.42105263157895,6.0,1
CUST_00121,Gampaha,2023-10-15,14.0,25.785714285714285,3.0,0
CUST_00122,Gampaha,2023-10-03,17.0,25.0,6.0,1
CUST_00123,Colombo 1-15,2023-05-15,13.0,35.76923076923077,6.0,1
CUST_00124,Colombo 1-15,2023-10-27,17.0,30.529411764705884,6.0,1
CUST_00125,Colombo 1-15,2023-08-08,14.0,30.0,4.0,1
CUST_00126,Colombo Suburbs,2023-10-26,14.0,24.428571428571427,4.0,0
CUST_00127,Gampaha,2023-07-24,17.0,24.294117647058822,4.0,0
CUST_00128,Gampaha,2023-07-05,26.0,23.923076923076923,8.0,1
CUST_00129,Colombo 1-15,2023-04-23,18.0,15.5,4.0,0
CUST_00130,Colombo Suburbs,2023-03-12,16.0,24.125,6.0,1
CUST_00131,Colombo Suburbs,2023-09-18,6.0,18.333333333333332,1.0,0
CUST_00132,Colombo 1-15,2023-09-10,13.0,32.23076923076923,6.0,1
CUST_00133,Colombo 1-15,2023-02-16,24.0,27.0,8.0,1
CUST_00134,Colombo 1-15,2023-01-25,17.0,36.411764705882355,7.0,1
CUST_00135,Galle,2023-02-26,11.0,26.727272727272727,4.0,1
CUST_00136,Colombo 1-15,2023-03-20,13.0,35.15384615384615,6.0,1
CUST_00137,Colombo Suburbs,2023-11-18,11.0,25.454545454545453,4.0,1
CUST_00138,Kandy,2023-03-23,17.0,29.823529411764707,6.0,1
CUST_00139,Colombo 1-15,2023-12-15,12.0,30.666666666666668,6.0,1
CUST_00140,Galle,2023-08-05,9.0,24.444444444444443,4.0,0
CUST_00141,Galle,2023-11-02,22.0,33.59090909090909,12.0,1
CUST_00142,Colombo 1-15,2023-02-02,9.0,27.88888888888889,4.0,1
CUST_00143,Colombo Suburbs,2023-07-17,12.0,26.833333333333332,3.0,1
CUST_00144,Colombo 1-15,2023-07-15,14.0,21.5,3.0,1
CUST_00145,Colombo 1-15,2023-11-02,16.0,21.75,4.0,1
CUST_00146,Colombo 1-15,2023-08-28,16.0,20.375,4.0,1
CUST_00147,Colombo Suburbs,2023-09-28,16.0,28.0625,6.0,1
CUST_00148,Colombo Suburbs,2023-05-09,20.0,22.8,7.0,1
CUST_00149,Colombo 1-15,2023-10-11,11.0,33.81818181818182,6.0,1
CUST_00150,Colombo 1-15,2023-01-06,16.0,33.5,7.0,0
CUST_00151,Galle,2023-12-15,18.0,17.444444444444443,4.0,0
CUST_00152,Colombo 1-15,2023-02-28,13.0,27.76923076923077,4.0,1
CUST_00153,Colombo 1-15,2023-12-16,7.0,22.285714285714285,2.0,1
CUST_00154,Colombo Suburbs,2023-10-02,15.0,28.2,5.0,1
CUST_00155,Galle,2023-05-17,8.0,32.625,4.0,0
CUST_00156,Colombo 1-15,2023-11-25,13.0,23.846153846153847,2.0,0
CUST_00157,Colombo Suburbs,2023-06-24,10.0,32.3,5.0,1
CUST_00158,Kandy,2023-02-27,15.0,29.8,5.0,1
CUST_00159,Colombo 1-15,2023-05-31,16.0,23.125,4.0,0
CUST_00160,Kandy,2023-08-11,12.0,28.416666666666668,6.0,1
CUST_00161,Colombo 1-15,2023-03-22,5.0,6.8,0.0,0
CUST_00162,Colombo Suburbs,2023-08-21,14.0,21.071428571428573,4.0,1
CUST_00163,Colombo Suburbs,2023-01-02,19.0,34.26315789473684,8.0,1
CUST_00164,Colombo Suburbs,2023-05-15,13.0,21.23076923076923,4.0,0
CUST_00165,Colombo 1-15,2023-09-14,11.0,25.545454545454547,4.0,1
CUST_00166,Gampaha,2023-04-02,13.0,19.0,3.0,0
CUST_00167,Colombo 1-15,2023-09-17,15.0,42.46666666666667,8.0,1
CUST_00168,Colombo 1-15,2023-02-24,13.0,22.53846153846154,3.0,1
CUST_00169,Colombo 1-15,2023-11-17,12.0,21.25,3.0,0
CUST_00170,Colombo Suburbs,2023-06-02,16.0,25.4375,6.0,1
CUST_00171,Colombo Suburbs,2023-11-24,15.0,28.266666666666666,5.0,1
CUST_00172,Colombo 1-15,2023-09-17,6.0,20.5,2.0,0
CUST_00173,Colombo Suburbs,2023-11-08,11.0,22.545454545454547,3.0,1
CUST_00174,Colombo 1-15,2023-04-12,10.0,19.3,1.0,0
CUST_00175,Colombo Suburbs,2023-03-20,8.0,26.0,2.0,1
CUST_00176,Colombo 1-15,2023-07-11,20.0,33.85,8.0,1
CUST_00177,Colombo Suburbs,2023-03-24,15.0,19.2,3.0,0
CUST_00178,Colombo 1-15,2023-10-04,20.0,22.9,5.0,1
CUST_00179,Galle,2023-09-29,9.0,21.77777777777778,2.0,0
CUST_00180,Colombo 1-15,2023-01-01,13.0,26.846153846153847,4.0,0
CUST_00181,Colombo 1-15,2023-11-03,6.0,13.666666666666666,0.0,0
CUST_00182,Colombo 1-15,2023-06-15,14.0,29.071428571428573,6.0,1
CUST_00183,Galle,2023-09-08,10.0,26.9,5.0,1
CUST_00184,Gampaha,2023-01-10,16.0,32.0,8.0,1
CUST_00185,Colombo 1-15,2023-02-27,17.0,28.0,6.0,1
CUST_00186,Colombo Suburbs,2023-07-05,8.0,23.375,3.0,0
CUST_00187,Gampaha,2023-06-07,13.0,27.384615384615383,3.0,0
CUST_00188,Colombo Suburbs,2023-05-03,8.0,11.5,0.0,0
CUST_00189,Colombo Suburbs,2023-01-30,11.0,33.45454545454545,4.0,1
CUST_00190,Colombo 1-15,2023-05-04,7.0,23.857142857142858,2.0,1
CUST_00191,Colombo 1-15,2023-10-18,11.0,31.727272727272727,4.0,1
CUST_00192,Gampaha,2023-02-10,23.0,39.43478260869565,13.0,1
CUST_00193,Galle,2023-02-13,11.0,20.636363636363637,3.0,1
CUST_00194,Colombo Suburbs,2023-09-06,10.0,13.3,2.0,1
CUST_00195,Colombo 1-15,2023-02-05,11.0,35.0,5.0,1
CUST_00196,Colombo 1-15,2023-09-30,12.0,16.0,2.0,1
CUST_00197,Kandy,2023-03-06,14.0,24.642857142857142,5.0,1
CUST_00198,Gampaha,2023-03-07,14.0,25.714285714285715,5.0,1
CUST_00199,Gampaha,2023-12-04,15.0,43.333333333333336,9.0,1
CUST_00200,Kandy,2023-09-01,11.0,25.818181818181817,5.0,1
CUST_00201,Colombo Suburbs,2023-10-09,18.0,27.0,7.0,1
CUST_00202,Colombo 1-15,2023-03-26,5.0,18.0,1.0,0
CUST_00203,Colombo 1-15,2023-05-16,6.0,19.5,2.0,1
CUST_00204,Gampaha,2023-09-28,9.0,26.88888888888889,3.0,0
CUST_00205,Colombo Suburbs,2023-11-07,11.0,33.27272727272727,6.0,1
CUST_00206,Colombo 1-15,2023-08-05,15.0,21.133333333333333,2.0,1
CUST_00207,Colombo 1-15,2023-04-19,10.0,26.3,5.0,1
CUST_00208,Colombo Suburbs,2023-10-04,10.0,30.4,5.0,1
CUST_00209,Colombo 1-15,2023-12-20,11.0,32.18181818181818,5.0,1
CUST_00210,Colombo 1-15,2023-04-13,11.0,34.18181818181818,6.0,1
CUST_00211,Colombo Suburbs,2024-01-01,12.0,36.75,5.0,1
CUST_00212,Colombo Suburbs,2023-06-09,12.0,28.416666666666668,4.0,1
CUST_00213,Colombo Suburbs,2023-07-24,11.0,34.36363636363637,6.0,1
CUST_00214,Colombo 1-15,2023-12-10,14.0,20.071428571428573,3.0,1
CUST_00215,Kandy,2023-11-29,10.0,27.6,3.0,0
CUST_00216,Colombo 1-15,2023-07-11,13.0,24.076923076923077,3.0,1
CUST_00217,Colombo 1-15,2023-08-13,16.0,25.75,5.0,1
CUST_00218,Kandy,2023-09-22,9.0,29.444444444444443,3.0,1
CUST_00219,Colombo Suburbs,2023-08-20,10.0,13.8,3.0,1
CUST_00220,Gampaha,2023-03-03,9.0,34.22222222222222,4.0,1
CUST_00221,Colombo Suburbs,2023-05-07,13.0,24.76923076923077,4.0,1
CUST_00222,Colombo Suburbs,2023-04-26,11.0,16.09090909090909,2.0,1
CUST_00223,Colombo 1-15,2023-02-02,8.0,30.25,2.0,1
CUST_00224,Colombo 1-15,2023-06-23,17.0,20.705882352941178,5.0,1
CUST_00225,Colombo 1-15,2023-01-11,14.0,37.142857142857146,8.0,1
CUST_00226,Colombo 1-15,2023-10-29,12.0,27.416666666666668,4.0,1
CUST_00227,Galle,2023-10-11,9.0,24.11111111111111,3.0,0
CUST_00228,Colombo 1-15,2023-04-28,12.0,29.416666666666668,5.0,1
CUST_00229,Gampaha,2023-10-29,11.0,21.181818181818183,3.0,0
CUST_00230,Colombo Suburbs,2023-04-23,15.0,33.2,5.0,1
CUST_00231,Kandy,2023-01-04,11.0,28.636363636363637,5.0,1
CUST_00232,Colombo Suburbs,2023-02-06,13.0,19.076923076923077,3.0,0
CUST_00233,Colombo Suburbs,2023-12-29,11.0,34.45454545454545,5.0,1
CUST_00234,Colombo Suburbs,2023-11-20,13.0,24.153846153846153,4.0,1
CUST_00235,Colombo 1-15,2023-01-31,16.0,26.3125,8.0,1
CUST_00236,Kandy,2023-04-28,13.0,30.46153846153846,6.0,1
CUST_00237,Colombo 1-15,2023-02-04,6.0,16.833333333333332,1.0,1
CUST_00238,Colombo 1-15,2023-01-17,13.0,17.0,4.0,1
CUST_00239,Colombo Suburbs,2023-06-19,15.0,31.0,5.0,1
CUST_00240,Colombo 1-15,2023-02-06,13.0,26.923076923076923,5.0,1
CUST_00241,Galle,2023-09-21,9.0,39.22222222222222,5.0,1
CUST_00242,Galle,2023-05-02,10.0,29.5,3.0,0
CUST_00243,Galle,2023-05-23,11.0,16.454545454545453,3.0,0
CUST_00244,Colombo 1-15,2023-12-09,10.0,30.5,4.0,1
CUST_00245,Colombo 1-15,2023-09-06,12.0,13.416666666666666,0.0,0
CUST_00246,Galle,2023-04-20,11.0,25.636363636363637,4.0,0
CUST_00247,Colombo Suburbs,2023-10-04,8.0,33.5,3.0,1
CUST_00248,Galle,2023-03-09,5.0,29.2,2.0,1
CUST_00249,Galle,2023-10-20,11.0,36.27272727272727,5.0,1
CUST_00250,Gampaha,2023-10-23,10.0,36.9,5.0,1
CUST_00251,Colombo 1-15,2023-08-31,7.0,30.571428571428573,3.0,1
CUST_00252,Colombo 1-15,2023-05-05,17.0,18.11764705882353,2.0,0
CUST_00253,Gampaha,2023-08-31,13.0,33.15384615384615,7.0,1
CUST_00254,Colombo 1-15,2023-07-28,12.0,31.333333333333332,5.0,0
CUST_00255,Colombo 1-15,2023-04-08,12.0,23.75,3.0,1
CUST_00256,Colombo Suburbs,2023-02-18,10.0,16.7,2.0,0
CUST_00257,Galle,2023-02-19,6.0,42.5,4.0,1
CUST_00258,Colombo Suburbs,2023-12-04,12.0,26.666666666666668,5.0,1
CUST_00259,Colombo Suburbs,2023-08-09,7.0,26.142857142857142,2.0,1
CUST_00260,Colombo 1-15,2023-07-01,13.0,31.76923076923077,5.0,1
CUST_00261,Colombo Suburbs,2023-08-05,8.0,28.625,3.0,1
CUST_00262,Galle,2023-07-30,11.0,36.09090909090909,5.0,1
CUST_00263,Colombo 1-15,2023-08-28,10.0,27.8,6.0,1
CUST_00264,Colombo Suburbs,2023-01-28,15.0,21.4,4.0,1
CUST_00265,Gampaha,2023-12-11,10.0,29.7,4.0,1
CUST_00266,Kandy,2023-12-01,9.0,30.88888888888889,3.0,1
CUST_00267,Colombo Suburbs,2023-11-27,14.0,22.642857142857142,2.0,0
CUST_00268,Kandy,2023-02-20,5.0,24.4,1.0,0
CUST_00269,Colombo 1-15,2023-02-01,11.0,30.90909090909091,4.0,1
CUST_00270,Colombo 1-15,2023-07-26,7.0,32.42857142857143,3.0,0
CUST_00271,Gampaha,2023-06-23,6.0,21.0,2.0,0
CUST_00272,Gampaha,2023-02-25,13.0,29.615384615384617,6.0,1
CUST_00273,Gampaha,2023-05-08,9.0,14.222222222222221,2.0,0
CUST_00274,Galle,2023-04-09,6.0,19.5,2.0,0
CUST_00275,Colombo Suburbs,2023-04-08,5.0,25.8,2.0,0
CUST_00276,Colombo Suburbs,2023-10-02,17.0,22.647058823529413,6.0,1
CUST_00277,Kandy,2023-08-18,12.0,17.25,1.0,0
CUST_00278,Colombo Suburbs,2023-03-13,11.0,44.36363636363637,7.0,1
CUST_00279,Kandy,2023-08-05,12.0,21.25,3.0,0
CUST_00280,Kandy,2023-04-04,6.0,3.0,0.0,0
CUST_00281,Gampaha,2023-05-23,12.0,15.75,3.0,1
CUST_00282,Colombo 1-15,2023-08-25,9.0,23.333333333333332,2.0,0
CUST_00283,Colombo 1-15,2023-05-08,14.0,29.714285714285715,5.0,1
CUST_00284,Colombo 1-15,2023-02-08,9.0,26.77777777777778,4.0,0
CUST_00285,Colombo Suburbs,2023-08-15,12.0,27.333333333333332,4.0,1
CUST_00286,Colombo 1-15,2023-10-09,9.0,19.11111111111111,2.0,1
CUST_00287,Colombo Suburbs,2023-02-20,6.0,10.0,0.0,0
CUST_00288,Colombo Suburbs,2023-01-26,8.0,37.625,5.0,1
CUST_00289,Colombo 1-15,2023-11-30,10.0,30.7,4.0,1
CUST_00290,Colombo Suburbs,2023-10-04,6.0,22.833333333333332,2.0,0
CUST_00291,Colombo 1-15,2023-01-08,11.0,21.727272727272727,3.0,1
CUST_00292,Colombo 1-15,2023-02-17,10.0,24.5,4.0,0
CUST_00293,Gampaha,2023-05-02,8.0,26.25,2.0,1
CUST_00294,Colombo 1-15,2023-03-27,11.0,23.363636363636363,2.0,0
CUST_00295,Colombo 1-15,2023-07-28,11.0,33.90909090909091,4.0,1
CUST_00296,Colombo Suburbs,2023-09-06,10.0,24.3,3.0,1
CUST_00297,Kandy,2023-09-04,4.0,35.75,2.0,1
CUST_00298,Colombo 1-15,2023-04-20,9.0,13.444444444444445,1.0,0
CUST_00299,Colombo Suburbs,2023-07-25,8.0,48.625,5.0,1
CUST_00300,Colombo 1-15,2023-01-31,10.0,24.6,4.0,1
CUST_00301,Colombo 1-15,2023-03-26,11.0,22.545454545454547,2.0,0
CUST_00302,Colombo Suburbs,2023-07-14,10.0,17.3,2.0,1
CUST_00303,Colombo Suburbs,2023-01-02,8.0,24.0,3.0,0
CUST_00304,Colombo Suburbs,2023-07-19,7.0,25.0,2.0,1
CUST_00305,Kandy,2023-05-16,9.0,20.22222222222222,1.0,0
CUST_00306,Galle,2023-08-21,8.0,27.0,3.0,1
CUST_00307,Colombo Suburbs,2023-05-27,13.0,30.846153846153847,4.0,1
CUST_00308,Colombo 1-15,2023-08-05,8.0,23.625,2.0,0
CUST_00309,Kandy,2023-12-23,15.0,13.0,0.0,0
CUST_00310,Colombo 1-15,2023-10-12,15.0,23.2,3.0,1
CUST_00311,Colombo Suburbs,2023-12-05,6.0,23.0,3.0,1
CUST_00312,Colombo 1-15,2023-09-07,11.0,20.0,2.0,1
CUST_00313,Colombo 1-15,2023-03-21,14.0,20.142857142857142,5.0,1
CUST_00314,Galle,2023-04-08,10.0,32.9,5.0,1
CUST_00315,Gampaha,2023-06-01,6.0,25.0,2.0,0
CUST_00316,Colombo Suburbs,2023-04-22,8.0,29.875,4.0,1
CUST_00317,Colombo Suburbs,2023-01-30,17.0,23.235294117647058,5.0,1
CUST_00318,Colombo 1-15,2023-10-24,12.0,22.25,4.0,1
CUST_00319,Colombo 1-15,2023-10-05,7.0,15.142857142857142,1.0,0
CUST_00320,Colombo 1-15,2023-02-01,6.0,13.333333333333334,0.0,0
CUST_00321,Colombo Suburbs,2023-06-10,13.0,22.923076923076923,3.0,0
CUST_00322,Kandy,2023-01-30,4.0,25.25,1.0,0
CUST_00323,Colombo Suburbs,2023-01-26,12.0,34.166666666666664,5.0,1
CUST_00324,Colombo 1-15,2023-10-27,9.0,31.11111111111111,3.0,1
CUST_00325,Galle,2023-09-02,14.0,19.571428571428573,4.0,0
CUST_00326,Kandy,2023-09-15,11.0,19.181818181818183,3.0,1
CUST_00327,Colombo Suburbs,2023-09-29,6.0,16.333333333333332,1.0,0
CUST_00328,Colombo Suburbs,2023-03-22,9.0,33.333333333333336,4.0,1
CUST_00329,Colombo Suburbs,2023-01-30,11.0,22.727272727272727,2.0,0
CUST_00330,Colombo 1-15,2023-09-18,3.0,54.0,2.0,1
CUST_00331,Colombo 1-15,2023-02-11,16.0,37.875,10.0,1
CUST_00332,Kandy,2023-04-06,11.0,18.09090909090909,2.0,0
CUST_00333,Colombo 1-15,2023-02-05,11.0,26.727272727272727,3.0,1
CUST_00334,Colombo 1-15,2023-11-01,10.0,24.2,4.0,0
CUST_00335,Colombo 1-15,2023-02-04,11.0,19.0,3.0,1
CUST_00336,Colombo 1-15,2023-12-12,11.0,23.727272727272727,3.0,1
CUST_00337,Gampaha,2023-05-01,7.0,22.142857142857142,1.0,0
CUST_00338,Kandy,2023-07-26,23.0,29.47826086956522,7.0,0
CUST_00339,Colombo Suburbs,2023-03-03,10.0,34.3,5.0,1
CUST_00340,Colombo 1-15,2023-10-19,10.0,26.8,3.0,1
CUST_00341,Colombo Suburbs,2023-05-07,5.0,28.2,2.0,0
CUST_00342,Colombo Suburbs,2023-10-24,9.0,24.666666666666668,4.0,1
CUST_00343,Colombo 1-15,2023-11-01,8.0,10.75,2.0,0
CUST_00344,Colombo Suburbs,2023-01-21,8.0,22.25,1.0,1
CUST_00345,Colombo 1-15,2023-11-14,8.0,18.75,1.0,0
CUST_00346,Colombo Suburbs,2023-02-11,14.0,22.214285714285715,3.0,0
CUST_00347,Colombo Suburbs,2023-08-03,8.0,7.625,0.0,0
CUST_00348,Colombo 1-15,2023-12-03,8.0,40.0,6.0,1
CUST_00349,Colombo 1-15,2023-10-26,10.0,36.6,4.0,1
CUST_00350,Colombo Suburbs,2023-10-17,14.0,26.5,4.0,0
CUST_00351,Colombo Suburbs,2023-09-25,13.0,31.0,4.0,1
CUST_00352,Gampaha,2023-06-11,10.0,19.1,2.0,1
CUST_00353,Colombo Suburbs,2023-05-14,8.0,23.875,2.0,0
CUST_00354,Colombo 1-15,2023-04-15,9.0,3.111111111111111,0.0,0
CUST_00355,Colombo 1-15,2023-12-09,7.0,27.142857142857142,3.0,1
CUST_00356,Colombo Suburbs,2023-06-10,4.0,15.25,0.0,0
CUST_00357,Colombo 1-15,2023-05-03,5.0,10.8,0.0,0
CUST_00358,Colombo Suburbs,2023-05-16,9.0,27.555555555555557,3.0,1
CUST_00359,Galle,2023-07-22,9.0,15.333333333333334,1.0,0
CUST_00360,Colombo Suburbs,2023-03-09,6.0,30.333333333333332,3.0,1
